"","x","y","values"
"62",0.078202,0.952819,NA
"63",0.336263,0.149325,NA
"64",0.639536,0.544381,NA
"65",0.318822,0.955688,NA
"66",0.013397,0.800214,0.35225568673101
"67",0.413733,0.067155,NA
"68",0.255802,0.835203,NA
"69",0.539391,0.700893,NA
"70",0.772274,0.650446,NA
"71",0.658442,0.202228,NA
"72",0.259205,0.672435,NA
"73",0.766674,0.823865,NA
"74",0.030137,0.26479,NA
"75",0.583444,0.155627,NA
"76",0.964553,0.88777,NA
"77",0.147662,0.050416,NA
"78",0.079271,0.561196,NA
"79",0.87715,0.954284,NA
"80",0.505409,0.454292,NA
"81",0.097261,0.714778,NA
"82",0.670893,0.907118,NA
"83",0.236408,0.392477,NA
"84",0.722835,0.920272,NA
"85",0.933761,0.589105,NA
"86",0.799283,0.597589,NA
"87",0.30425,0.374655,NA
"88",0.967147,0.961852,NA
"89",0.562295,0.928145,NA
"90",0.451301,0.445838,NA
"91",0.093278,0.314748,NA
"92",0.900877,0.912108,NA
"93",0.389273,0.888792,NA
"94",0.477287,0.19527,NA
"95",0.58146,0.526589,NA
"96",0.02063,0.473487,NA
"97",0.59353,0.12314,NA
"98",0.539406,0.56318,NA
"99",0.148196,0.187457,NA
"100",0.996902,0.736599,NA
"101",0.263127,0.733898,NA
"102",0.360372,0.206668,NA
"103",0.762509,0.430426,NA
"104",0.145281,0.684352,NA
"105",0.715328,0.884413,NA
"106",0.358892,0.608148,NA
"107",0.097536,0.686366,NA
"108",0.658762,0.539239,NA
"109",0.736339,0.828428,NA
"110",0.030625,0.634211,NA
"111",0.177264,0.497444,NA
"112",0.042695,0.208225,NA
"113",0.934142,0.297749,NA
"114",0.546654,0.770809,NA
"115",0.443778,0.085191,NA
"116",0.577127,0.220294,NA
"117",0.3505,0.820737,NA
"118",0.09424,0.207523,NA
"119",0.556725,0.220417,NA
"120",0.429557,0.629496,NA
"121",0.905882,0.354314,NA
"122",0.10573,0.522728,NA
"123",0.297887,0.684733,NA
"124",0.215152,0.210636,NA
"125",0.932479,0.814618,NA
"126",0.401236,0.038285,NA
"127",0.01619,0.340215,1.25602460088727
"128",0.262699,0.455192,NA
"129",0.666758,0.964385,NA
"130",0.144182,0.062333,NA
"131",0.625727,0.875502,NA
"132",0.086641,0.330129,NA
"133",0.058106,0.016587,NA
"134",0.648875,0.307637,NA
"135",0.701396,0.870527,NA
"136",0.015518,0.506752,0.258543006925484
"137",0.553399,0.703304,NA
"138",0.816449,0.307668,NA
"139",0.659739,0.049332,NA
"140",0.284489,0.249836,NA
"141",0.566506,0.748577,NA
"142",0.719524,0.033524,NA
"143",0.166812,0.170169,NA
"144",0.518868,0.049836,NA
"145",0.757366,0.887297,NA
"146",0.955291,0.10927,NA
"147",0.132387,0.285389,NA
"148",0.102663,0.956176,NA
"149",0.221714,0.009781,NA
"150",0.800122,0.473228,NA
"151",0.732128,0.097826,NA
"152",0.946883,0.618891,NA
"153",0.651499,0.701823,NA
"154",0.259373,0.863172,NA
"155",0.142763,0.070436,NA
"156",0.631647,0.533318,NA
"157",0.401236,0.1682,NA
"158",0.789853,0.131151,NA
"159",0.750607,0.545174,NA
"160",0.724849,0.634668,NA
"161",0.109667,0.770565,NA
"162",0.393805,0.916564,NA
"163",0.914168,0.083192,NA
"164",0.425864,0.264591,NA
"165",0.830426,0.839399,NA
"166",0.376669,0.458137,NA
"167",0.171435,0.56553,NA
"168",0.457801,0.931304,NA
"169",0.0636,0.197284,NA
"170",0.44445,0.633814,NA
"171",0.706874,0.495277,NA
"172",0.733211,0.148272,NA
"173",0.385122,0.805859,NA
"174",0.625177,0.355276,NA
"175",0.331304,0.238834,NA
"176",0.279377,0.093721,NA
"177",0.264607,0.504417,NA
"178",0.246555,0.740795,NA
"179",0.769467,0.149371,NA
"180",0.835752,0.754604,NA
"181",0.886152,0.682322,NA
"182",0.847517,0.298772,NA
"183",0.003601,0.121584,2.16180011076984
"184",0.058396,0.974731,NA
"185",0.906783,0.837842,NA
"186",0.190555,0.776654,NA
"187",0.72987,0.458457,NA
"188",0.976547,0.501747,NA
"189",0.738399,0.689418,NA
"190",0.498451,0.493797,NA
"191",0.016541,0.853162,-0.641838611663636
"192",0.796338,0.296284,NA
"193",0.686488,0.708156,NA
"194",0.557702,0.733654,NA
"195",0.948577,0.32134,NA
"196",0.592645,0.554788,NA
"197",0.060716,0.206119,NA
"198",0.710246,0.707607,NA
"199",0.079545,0.295705,NA
"200",0.899474,0.166476,NA
"201",0.663264,0.38468,NA
"202",0.589136,0.509255,NA
"203",0.858305,0.48571,NA
"204",0.811582,0.846494,NA
"205",0.825666,0.911849,NA
"206",0.22266,0.907118,NA
"207",0.446784,0.741314,NA
"208",0.079637,0.666529,NA
"209",0.470802,0.413245,NA
"210",0.593637,0.684535,NA
"211",0.779294,0.491844,NA
"212",0.669169,0.887648,NA
"213",0.317327,0.496864,NA
"214",0.579187,0.097322,NA
"215",0.460349,0.579614,NA
"216",0.362356,0.018128,NA
"217",0.267567,0.981231,NA
"218",0.810788,0.64773,NA
"219",0.84387,0.627573,NA
"220",0.121508,0.675334,NA
"221",0.551598,0.945251,NA
"222",0.106752,0.400839,NA
"223",0.638331,0.673701,NA
"224",0.365423,0.063767,NA
"225",0.428733,0.07628,NA
"226",0.587411,0.118212,NA
"227",0.776715,0.479896,NA
"228",0.824399,0.852155,NA
"229",0.667659,0.794308,NA
"230",0.617624,0.748775,NA
"231",0.046616,0.063615,NA
"232",0.817655,0.017517,NA
"233",0.197574,0.643442,NA
"234",0.49572,0.67924,NA
"235",0.628305,0.003174,NA
"236",0.263645,0.16228,NA
"237",0.597848,0.220294,NA
"238",0.44625,0.78674,NA
"239",0.50837,0.836545,NA
"240",0.847623,0.210437,NA
"241",0.978149,0.451514,NA
"242",0.184436,0.01265,NA
"243",0.706249,0.124849,NA
"244",0.185824,0.662776,NA
"245",0.334264,0.026383,NA
"246",0.282734,0.795453,NA
"247",0.305135,0.532494,NA
"248",0.92845,0.97612,NA
"249",0.09929,0.63447,NA
"250",0.530861,0.447272,NA
"251",0.048127,0.663569,NA
"252",0.82359,0.365652,NA
"253",0.497383,0.851835,NA
"254",0.943587,0.034699,NA
"255",0.929259,0.947173,NA
"256",0.7579,0.537133,NA
"257",0.57966,0.452384,NA
"258",0.813336,0.376425,NA
"259",0.646662,0.515572,NA
"260",0.73666,0.237827,NA
"261",0.698634,0.005188,NA
"262",0.634516,0.83621,NA
"263",0.140337,0.404196,NA
"264",0.431189,0.027344,NA
"265",0.132494,0.528557,NA
"266",0.040696,0.664805,NA
"267",0.893721,0.91667,NA
"268",0.095766,0.792355,NA
"269",0.286336,0.205646,NA
"270",0.913848,0.733822,NA
"271",0.699611,0.694118,NA
"272",0.196704,0.721294,NA
"273",0.350637,0.4692,NA
"274",0.524132,0.920302,NA
"275",0.643687,0.962402,NA
"276",0.99173,0.494759,NA
"277",0.36257,0.641886,NA
"278",0.957809,0.441779,NA
"279",0.144717,0.22565,NA
"280",0.898589,0.788495,NA
"281",0.183108,0.183429,NA
"282",0.028458,0.419821,NA
"283",0.539223,0.376394,NA
"284",0.79266,0.374243,NA
"285",0.192218,0.451286,NA
"286",0.630137,0.365194,NA
"287",0.61886,0.086152,NA
"288",0.627756,0.377249,NA
"289",0.36936,0.780774,NA
"290",0.864454,0.645594,NA
"291",0.136645,0.153887,NA
"292",0.559335,0.636728,NA
"293",0.447196,0.98526,NA
"294",0.778149,0.597299,NA
"295",0.66688,0.399268,NA
"296",0.016861,0.081331,1.21287194491739
"297",0.846616,0.212177,NA
"298",0.144747,0.273198,NA
"299",0.485191,0.837461,NA
"300",0.451453,0.078416,NA
"301",0.406409,0.052461,NA
"302",0.140368,0.597498,NA
"303",0.677897,0.683818,NA
"304",0.984634,0.023514,NA
"305",0.688334,0.466835,NA
"306",0.330388,0.963745,NA
"307",0.223362,0.824262,NA
"308",0.802762,0.710124,NA
"309",0.301122,0.439094,NA
"310",0.991562,0.867735,NA
"311",0.700572,0.701457,NA
"312",0.228779,0.354879,NA
"313",0.061402,0.158526,NA
"314",0.485573,0.322667,NA
"315",0.252293,0.466835,NA
"316",0.795407,0.58114,NA
"317",0.317403,0.150286,NA
"318",0.743587,0.218494,NA
"319",0.41239,0.466789,NA
"320",0.8224,0.839536,NA
"321",0.785275,0.980743,NA
"322",0.390738,0.690425,NA
"323",0.327184,0.983413,NA
"324",0.303883,0.959838,NA
"325",0.035325,0.283574,NA
"326",0.078752,0.087419,NA
"327",0.752224,0.52134,NA
"328",0.471366,0.686885,NA
"329",0.194598,0.368154,NA
"330",0.214389,0.606882,NA
"331",0.873869,0.701595,NA
"332",0.15639,0.067842,NA
"333",0.994827,0.74522,NA
"334",0.391363,0.026276,NA
"335",0.105425,0.863676,NA
"336",0.694255,0.213245,NA
"337",0.583185,0.356619,NA
"338",0.586694,0.206668,NA
"339",0.871321,0.955383,NA
"340",0.723293,0.476173,NA
"341",0.578729,0.081315,NA
"342",0.229587,0.019608,NA
"343",0.433295,0.37026,NA
"344",0.625574,0.854154,NA
"345",0.427161,0.159869,NA
"346",0.557397,0.124743,NA
"347",0.304097,0.925307,NA
"348",0.360311,0.039536,NA
"349",0.683772,0.250706,NA
"350",0.589731,0.642725,NA
"351",0.405783,0.369436,NA
"352",0.96849,0.196719,NA
"353",0.721538,0.315679,NA
"354",0.170687,0.103609,NA
"355",0.614359,0.94789,NA
"356",0.084199,0.936324,NA
"357",0.479774,0.935546,NA
"358",0.320256,0.971679,NA
"359",0.703334,0.116365,NA
"360",0.7505,0.864652,NA
"361",0.570565,0.092287,NA
"362",0.92575,0.789502,NA
"363",0.718776,0.448539,NA
"364",0.919692,0.811826,NA
"365",0.471656,0.628595,NA
"366",0.672892,0.80734,NA
"367",0.634455,0.025223,NA
"368",0.761303,0.618372,NA
"369",0.279667,0.28011,NA
"370",0.442618,0.491173,NA
"371",0.388235,0.079255,NA
"372",0.725612,0.005661,NA
"373",0.068803,0.49778,NA
"374",0.6168,0.189349,NA
"375",0.95378,0.908751,NA
"376",0.201785,0.997116,NA
"377",0.504417,0.269749,NA
"378",0.379644,0.852155,NA
"379",0.710185,0.502113,NA
"380",0.420432,0.569345,NA
"381",0.974716,0.473701,NA
"382",0.09279,0.198199,NA
"383",0.710597,0.587839,NA
"384",0.30132,0.916609,NA
"385",0.359594,0.531472,NA
"386",0.263371,0.866224,NA
"387",0.500725,0.372305,NA
"388",0.739895,0.223499,NA
"389",0.651301,0.46836,NA
"390",0.016449,0.304356,1.6048407875013
"391",0.507362,0.103578,NA
"392",0.154528,0.012268,NA
"393",0.83772,0.261769,NA
"394",0.07686,0.612573,NA
"395",0.792569,0.377401,NA
"396",0.520119,0.773342,NA
"397",0.190158,0.272343,NA
"398",0.081498,0.154299,NA
"399",0.300237,0.865675,NA
"400",0.541222,0.472633,NA
"401",0.459419,0.749859,NA
"402",0.729122,0.568856,NA
"403",0.114794,0.545281,NA
"404",0.847898,0.471733,NA
"405",0.661295,0.778744,NA
"406",0.993622,0.46688,NA
"407",0.980407,0.875654,NA
"408",0.466697,0.086809,NA
"409",0.255512,0.071305,NA
"410",0.533318,0.586755,NA
"411",0.145388,0.935454,NA
"412",0.207172,0.609751,NA
"413",0.251591,0.516533,NA
"414",0.888716,0.255604,NA
"415",0.217319,0.042588,NA
"416",0.84654,0.850736,NA
"417",0.189471,0.036301,NA
"418",0.954269,0.265415,NA
"419",0.565194,0.117601,NA
"420",0.67277,0.349325,NA
"421",0.587167,0.577279,NA
"422",0.757824,0.127413,NA
"423",0.132891,0.277134,NA
"424",0.116533,0.047608,NA
"425",0.243793,0.901839,NA
"426",0.405173,0.276219,NA
"427",0.36939,0.184665,NA
"428",0.749172,0.873655,NA
"429",0.432349,0.500755,NA
"430",0.362097,0.634821,NA
"431",0.806302,0.100862,NA
"432",0.3776,0.270832,NA
"433",0.517205,0.298299,NA
"434",0.126574,0.850675,NA
"435",0.091844,0.548104,NA
"436",0.699687,0.025422,NA
"437",0.98735,0.847669,NA
"438",0.943832,0.448859,NA
"439",0.838849,0.232715,NA
"440",0.133852,0.181292,NA
"441",0.571435,0.034287,NA
"442",0.750759,0.716808,NA
"443",0.188373,0.594354,NA
"444",0.12076,0.830396,NA
"445",0.659632,0.193149,NA
"446",0.358556,0.68275,NA
"447",0.020462,0.378775,NA
"448",0.681621,0.097246,NA
"449",0.55082,0.790173,NA
"450",0.16318,0.906294,NA
"451",0.985794,0.464698,NA
"452",0.138689,0.757259,NA
"453",0.902144,0.596597,NA
"454",0.355444,0.467475,NA
"455",0.010269,0.960815,3.26895358779507
"456",0.132479,0.51931,NA
"457",0.622431,0.026429,NA
"458",0.251835,0.543404,NA
"459",0.646677,0.394232,NA
"460",0.19028,0.860166,NA
"461",0.828855,0.990249,NA
"462",0.308339,0.537667,NA
"463",0.371588,0.02359,NA
"464",0.927657,0.144625,NA
"465",0.472831,0.336263,NA
"466",0.243626,0.444373,NA
"467",0.855253,0.342794,NA
"468",0.224338,0.450187,NA
"469",0.013626,0.529366,-0.0467300109981836
"470",0.034638,0.061433,NA
"471",0.204608,0.44625,NA
"472",0.316442,0.598398,NA
"473",0.841672,0.440696,NA
"474",0.044892,0.646571,NA
"475",0.322637,0.11725,NA
"476",0.32726,0.707424,NA
"477",0.883268,0.76936,NA
"478",0.025437,0.760174,NA
"479",0.348348,0.856825,NA
"480",0.94226,0.514336,NA
"481",0.297658,0.006836,NA
"482",0.127214,0.447684,NA
"483",0.815778,0.395682,NA
"484",0.982452,0.765133,NA
"485",0.514366,0.043519,NA
"486",0.964828,0.756344,NA
"487",0.813581,0.408606,NA
"488",0.864668,0.103685,NA
"489",0.199115,0.561471,NA
"490",0.499138,0.839338,NA
"491",0.732448,0.632227,NA
"492",0.104631,0.530755,NA
"493",0.531716,0.148409,NA
"494",0.792111,0.488334,NA
"495",0.200824,0.996796,NA
"496",0.832425,0.041321,NA
"497",0.87863,0.387549,NA
"498",0.907805,0.811185,NA
"499",0.771725,0.112261,NA
"500",0.637781,0.695247,NA
"501",0.491478,0.537789,NA
"502",0.836316,0.098512,NA
"503",0.587503,0.287404,NA
"504",0.530632,0.863767,NA
"505",0.223392,0.918639,NA
"506",0.536446,0.464591,NA
"507",0.972457,0.43682,NA
"508",0.1122,0.811124,NA
"509",0.927443,0.62948,NA
"510",0.347433,0.288426,NA
"511",0.959152,0.316442,NA
"512",0.816114,0.952621,NA
"513",0.393149,0.193118,NA
"514",0.507515,0.564492,NA
"515",0.796597,0.772488,NA
"516",0.033265,0.271244,NA
"517",0.445869,0.828901,NA
"518",0.615122,0.427375,NA
"519",0.324102,0.044755,NA
"520",0.433234,0.419654,NA
"521",0.016754,0.210468,0.571633002298595
"522",0.399329,0.394232,NA
"523",0.267201,0.511299,NA
"524",0.316808,0.499199,NA
"525",0.043229,0.674495,NA
"526",0.48716,0.475578,NA
"527",0.955535,0.190249,NA
"528",0.894881,0.623453,NA
"529",0.40943,0.291737,NA
"530",0.07779,0.601709,NA
"531",0.171664,0.79237,NA
"532",0.406714,0.649119,NA
"533",0.041489,0.933715,NA
"534",0.333486,0.090425,NA
"535",0.941436,0.463828,NA
"536",0.917174,0.094194,NA
"537",0.104372,0.119722,NA
"538",0.295872,0.031205,NA
"539",0.504555,0.727825,NA
"540",0.785504,0.784756,NA
"541",0.411231,0.142748,NA
"542",0.574334,0.051637,NA
"543",0.622141,0.974289,NA
"544",0.843748,0.692546,NA
"545",0.985321,0.522408,NA
"546",0.909789,0.63328,NA
"547",0.901259,0.822827,NA
"548",0.031159,0.234684,NA
"549",0.667582,0.063844,NA
"550",0.697536,0.255451,NA
"551",0.348806,0.69688,NA
"552",0.320577,0.41767,NA
"553",0.821424,0.315175,NA
"554",0.103517,0.450782,NA
"555",0.114397,0.006485,NA
"556",0.71873,0.672175,NA
"557",0.049149,0.455787,NA
"558",0.990173,0.357198,NA
"559",0.086183,0.357839,NA
"560",0.584497,0.103807,NA
"561",0.285618,0.156176,NA
"562",0.609415,0.127321,NA
"563",0.34725,0.795621,NA
"564",0.880705,0.337179,NA
"565",0.848753,0.822721,NA
"566",0.304753,0.310658,NA
"567",0.400214,0.739208,NA
"568",0.497108,0.300725,NA
"569",0.827512,0.550591,NA
"570",0.608621,0.382773,NA
"571",0.810773,0.903334,NA
"572",0.498711,0.199557,NA
"573",0.904326,0.426658,NA
"574",0.160815,0.077134,NA
"575",0.960632,0.461799,NA
"576",0.766705,0.085756,NA
"577",0.508186,0.561151,NA
"578",0.192264,0.067109,NA
"579",0.268605,0.795117,NA
"580",0.773175,0.686336,NA
"581",0.137453,0.901411,NA
"582",0.603311,0.243244,NA
"583",0.633127,0.76524,NA
"584",0.093416,0.178256,NA
"585",0.586374,0.138705,NA
"586",0.922179,0.914214,NA
"587",0.220356,0.090303,NA
"588",0.977661,0.124422,NA
"589",0.892424,0.311757,NA
"590",0.354116,0.096239,NA
"591",0.735195,0.375708,NA
"592",0.615381,0.054475,NA
"593",0.914611,0.449882,NA
"594",0.786206,0.797116,NA
"595",0.096117,0.677852,NA
"596",0.837552,0.295323,NA
"597",0.822339,0.863432,NA
"598",0.784894,0.95378,NA
"599",0.867247,0.384497,NA
"600",0.736767,0.506188,NA
"601",0.101534,0.383581,NA
"602",0.844221,0.29929,NA
"603",0.61619,0.397208,NA
"604",0.257725,0.84242,NA
"605",0.918654,0.065354,NA
"606",0.302464,0.959823,NA
"607",0.024323,0.046387,NA
"608",0.522301,0.933364,NA
"609",0.097215,0.417639,NA
"610",0.055283,0.204791,NA
"611",0.238636,0.143374,NA
"612",0.223529,0.919295,NA
"613",0.181567,0.77145,NA
"614",0.201144,0.794217,NA
"615",0.413107,0.727382,NA
"616",0.486687,0.952239,NA
"617",0.037812,0.84358,NA
"618",0.012482,0.29688,1.84854865011411
"619",0.571206,0.889235,NA
"620",0.535439,0.933852,NA
"621",0.310887,0.591547,NA
"622",0.102892,0.490806,NA
"623",0.882628,0.929259,NA
"624",0.518837,0.848463,NA
"625",0.72079,0.072831,NA
"626",0.130404,0.60824,NA
"627",0.89958,0.020859,NA
"628",0.302846,0.489891,NA
"629",0.048447,0.548791,NA
"630",0.492363,0.692424,NA
"631",0.750652,0.576715,NA
"632",0.412787,0.832792,NA
"633",0.469306,0.040787,NA
"634",0.317189,0.471138,NA
"635",0.521187,0.413367,NA
"636",0.357382,0.3776,NA
"637",0.708125,0.62063,NA
"638",0.39649,0.497108,NA
"639",0.844495,0.850477,NA
"640",0.624613,0.627222,NA
"641",0.046433,0.165194,NA
"642",0.091234,0.013703,NA
"643",0.94345,0.33286,NA
"644",0.340215,0.493889,NA
"645",0.806348,0.219425,NA
"646",0.705837,0.860258,NA
"647",0.675151,0.67126,NA
"648",0.043153,0.381125,NA
"649",0.705394,0.024186,NA
"650",0.476631,0.806744,NA
"651",0.491875,0.862715,NA
"652",0.112566,0.9028,NA
"653",0.895155,0.693248,NA
"654",0.39086,0.791363,NA
"655",0.138216,0.640238,NA
"656",0.964889,0.825895,NA
"657",0.322332,0.458595,NA
"658",0.250187,0.823148,NA
"659",0.273442,0.316899,NA
"660",0.458762,0.190158,NA
"661",0.848676,0.015763,NA
"662",0.487739,0.037873,NA
"663",0.654719,0.029725,NA
"664",0.436683,0.260212,NA
"665",0.593332,0.816236,NA
"666",0.886366,0.477638,NA
"667",0.051438,0.41651,NA
"668",0.05716,0.973861,NA
"669",0.189364,0.699153,NA
"670",0.316442,0.337423,NA
"671",0.386297,0.154208,NA
"672",0.757763,0.880659,NA
"673",0.281239,0.951156,NA
"674",0.455802,0.877684,NA
"675",0.371862,0.347189,NA
"676",0.640208,0.873625,NA
"677",0.131487,0.049409,NA
"678",0.7832,0.584833,NA
"679",0.459724,0.806622,NA
"680",0.278843,0.096101,NA
"681",0.268177,0.158694,NA
"682",0.221607,0.098726,NA
"683",0.230488,0.216785,NA
"684",0.665583,0.342306,NA
"685",0.876524,0.751446,NA
"686",0.577508,0.56846,NA
"687",0.19443,0.098131,NA
"688",0.203388,0.467124,NA
"689",0.953597,0.260609,NA
"690",0.606836,0.268193,NA
"691",0.163561,0.732876,NA
"692",0.352712,0.123247,NA
"693",0.243839,0.382254,NA
"694",0.15874,0.792264,NA
"695",0.427588,0.693416,NA
"696",0.630274,0.895369,NA
"697",0.961791,0.75552,NA
"698",0.248295,0.957336,NA
"699",0.447456,0.574456,NA
"700",0.145251,0.52047,NA
"701",0.407187,0.76878,NA
"702",0.941619,0.628733,NA
"703",0.912383,0.387884,NA
"704",0.644663,0.475349,NA
"705",0.261219,0.708446,NA
"706",0.12311,0.546288,NA
"707",0.986435,0.008637,NA
"708",0.252522,0.232639,NA
"709",0.359518,0.237583,NA
"710",0.929274,0.657511,NA
"711",0.67837,0.653101,NA
"712",0.171374,0.962554,NA
"713",0.293156,0.054307,NA
"714",0.357641,0.29369,NA
"715",0.645747,0.858518,NA
"716",0.383124,0.495308,NA
"717",0.648692,0.597635,NA
"718",0.656489,0.001755,NA
"719",0.450233,0.487419,NA
"720",0.097871,0.303883,NA
"721",0.977188,0.329763,NA
"722",0.015213,0.780575,-0.797407602685194
"723",0.214557,0.800458,NA
"724",0.490379,0.189212,NA
"725",0.696422,0.008377,NA
"726",0.647395,0.014145,NA
"727",0.638544,0.422644,NA
"728",0.277119,0.453346,NA
"729",0.739132,0.500496,NA
"730",0.986542,0.518837,NA
"731",0.341268,0.128222,NA
"732",0.849271,0.411505,NA
"733",0.26041,0.844465,NA
"734",0.025528,0.409293,NA
"735",0.273747,0.939773,NA
"736",0.652857,0.180499,NA
"737",0.5308,0.262821,NA
"738",0.568643,0.775509,NA
"739",0.985153,0.155138,NA
"740",0.087648,0.189822,NA
"741",0.38352,0.948287,NA
"742",0.829374,0.990295,NA
"743",0.391623,0.30425,NA
"744",0.78172,0.710231,NA
"745",0.96817,0.964401,NA
"746",0.153735,0.174655,NA
"747",0.003235,0.191516,1.08023183950936
"748",0.727901,0.549523,NA
"749",0.370703,0.259174,NA
"750",0.069139,0.430518,NA
"751",0.845304,0.582116,NA
"752",0.807446,0.462745,NA
"753",0.419608,0.653895,NA
"754",0.81387,0.401419,NA
"755",0.629679,0.680156,NA
"756",0.340322,0.833402,NA
"757",0.188876,0.689387,NA
"758",0.374533,0.388846,NA
"759",0.452567,0.959442,NA
"760",0.206577,0.190463,NA
"761",0.508843,0.791379,NA
"762",0.746792,0.196811,NA
"763",0.497566,0.733242,NA
"764",0.452537,0.042618,NA
"765",0.977691,0.944533,NA
"766",0.758373,0.188861,NA
"767",0.328557,0.793286,NA
"768",0.995773,0.207385,NA
"769",0.336355,0.46566,NA
"770",0.544167,0.79411,NA
"771",0.477287,0.83125,NA
"772",0.572564,0.692363,NA
"773",0.312169,0.047517,NA
"774",0.487831,0.910887,NA
"775",0.236469,0.776455,NA
"776",0.873747,0.7337,NA
"777",0.043351,0.992721,NA
"778",0.304097,0.507485,NA
"779",0.114748,0.787778,NA
"780",0.355688,0.121645,NA
"781",0.022232,0.105745,NA
"782",0.053666,0.408652,NA
"783",0.773632,0.963317,NA
"784",0.771695,0.996139,NA
"785",0.513405,0.5234,NA
"786",0.676127,0.616495,NA
"787",0.130495,0.940185,NA
"788",0.715663,0.204273,NA
"789",0.765499,0.570367,NA
"790",0.70338,0.398444,NA
"791",0.990845,0.250797,NA
"792",0.264759,0.865751,NA
"793",0.170733,0.700328,NA
"794",0.661707,0.870649,NA
"795",0.14023,0.003845,NA
"796",0.198215,0.672328,NA
"797",0.560296,0.056809,NA
"798",0.56968,0.654246,NA
"799",0.427497,0.975387,NA
"800",0.745602,0.172869,NA
"801",0.014496,0.944869,2.87533489864932
"802",0.916625,0.317098,NA
"803",0.059892,0.036439,NA
"804",0.138796,0.616571,NA
"805",0.492866,0.080186,NA
"806",0.452522,0.094331,NA
"807",0.098817,0.135195,NA
"808",0.289265,0.79115,NA
"809",0.796841,0.817334,NA
"810",0.904799,0.5776,NA
"811",0.936858,0.230381,NA
"812",0.914855,0.488853,NA
"813",0.612894,0.208759,NA
"814",0.269139,0.00177,NA
"815",0.821378,0.437339,NA
"816",0.247135,0.067582,NA
"817",0.869673,0.782635,NA
"818",0.84686,0.901701,NA
"819",0.906325,0.939406,NA
"820",0.604334,0.621698,NA
"821",0.629358,0.374563,NA
"822",0.83743,0.354635,NA
"823",0.878157,0.36376,NA
"824",0.643839,0.615503,NA
"825",0.769818,0.226322,NA
"826",0.143633,0.709133,NA
"827",0.913207,0.022644,NA
"828",0.722652,0.386435,NA
"829",0.439368,0.230274,NA
"830",0.668376,0.809705,NA
"831",0.18265,0.674846,NA
"832",0.818738,0.587259,NA
"833",0.849668,0.189425,NA
"834",0.964843,0.360113,NA
"835",0.864149,0.170352,NA
"836",0.253574,0.189868,NA
"837",0.821317,0.678477,NA
"838",0.138582,0.710903,NA
"839",0.569451,0.861128,NA
"840",0.614343,0.742901,NA
"841",0.031876,0.112337,NA
"842",0.418173,0.146334,NA
"843",0.101183,0.115846,NA
"844",0.273411,0.128847,NA
"845",0.249744,0.286381,NA
"846",0.421286,0.575677,NA
"847",0.921889,0.228779,NA
"848",0.363394,0.087663,NA
"849",0.224537,0.721904,NA
"850",0.167224,0.337102,NA
"851",0.91577,0.805844,NA
"852",0.511254,0.640787,NA
"853",0.05745,0.832685,NA
"854",0.582361,0.480415,NA
"855",0.159396,0.739742,NA
"856",0.656764,0.721202,NA
"857",0.566705,0.719509,NA
"858",0.425315,0.811276,NA
"859",0.394583,0.379431,NA
"860",0.877623,0.797482,NA
"861",0.1196,0.406806,NA
"862",0.278798,0.742245,NA
"863",0.195895,0.309438,NA
"864",0.657481,0.623651,NA
"865",0.640299,0.77026,NA
"866",0.852171,0.83154,NA
"867",0.837736,0.93579,NA
"868",0.493614,0.912535,NA
"869",0.092866,0.534417,NA
